id,license,file_name,height,width,coco_url,flickr_url,area,iscrowd,x_min_bb,y_min_bb,width_bb,heigth_bb,category_id,supercategory,name
1932,0,5417412f-ccbb-4112-a858-8815b92e9278.png,486,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0846/03_43_28_03.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0846/03_43_28_03.png,24832,0,174,252,194,128,4,,Atolla
1933,0,965192a4-ee80-463d-8925-5aaa8044a003.png,486,713,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0846/03_43_37_02.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0846/03_43_37_02.png,18000,0,324,221,125,144,4,,Atolla
1934,0,a4e8d179-b036-490c-89b4-2c29d28b56fd.png,486,713,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0846/03_43_49_02.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0846/03_43_49_02.png,9312,0,347,163,96,97,4,,Atolla
1935,0,152d4055-5257-474f-9191-c2efc22e0047.png,486,713,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0846/03_44_01_02.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0846/03_44_01_02.png,26169,0,284,195,183,143,4,,Atolla
1936,0,98387f68-56e5-40f6-a5bc-2c19dc6c65e0.png,486,713,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0846/03_44_16_01.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0846/03_44_16_01.png,78200,0,44,188,425,184,4,,Atolla
1937,0,cc2593ab-41be-4480-beec-a27f703a7f8c.png,,,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0846/03_44_20_16.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0846/03_44_20_16.png,68625,0,3,77,375,183,4,,Atolla
1938,0,59649ebf-a57c-46dc-b649-2e5a523fef3d.png,486,713,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0846/03_44_27_01.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0846/03_44_27_01.png,53784,0,120,209,249,216,4,,Atolla
1939,0,842ffdda-41d9-4978-904a-d88dd639727a.png,,,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0846/03_44_35_16.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0846/03_44_35_16.png,57190,0,173,209,266,215,4,,Atolla
1940,0,cd90e2bd-d3df-4faa-8859-0d7a1c8f0f12.png,486,713,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0846/03_44_42_16.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0846/03_44_42_16.png,46336,0,136,90,256,181,4,,Atolla
1941,0,f0df3ada-b480-434a-8c14-226cfa29f2ed.png,486,713,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0846/03_44_56_15.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0846/03_44_56_15.png,14872,0,293,215,104,143,4,,Atolla
1942,0,449eed9f-db1f-4012-b96b-a66802b81889.png,486,713,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0846/03_45_08_15.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0846/03_45_08_15.png,32617,0,255,214,193,169,4,,Atolla
1943,0,42bf4f57-d7d8-4e01-b82e-50576348d04f.png,368,720,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2662/04_10_08_27.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2662/04_10_08_27.png,61901,0,244,125,259,239,4,,Atolla
1944,0,454f6e57-be8f-4478-a141-728f234b5f8c.png,368,720,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2662/04_10_09_22.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2662/04_10_09_22.png,121764,0,260,74,417,292,4,,Atolla
1945,0,0b446237-5110-4d37-a027-3d2b4ab30526.png,484,714,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0851/02_52_34_08.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0851/02_52_34_08.png,2067,0,570,394,53,39,4,,Atolla
1946,0,5733a33e-df2e-47b1-bc2a-d287c612fe4f.png,367,720,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2792/01_59_57_26.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2792/01_59_57_26.png,1209,0,389,154,39,31,4,,Atolla
1947,0,e5e4a339-5309-4e74-ad87-7a9ab7ace6d6.png,366,720,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0960/06_11_57_25.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0960/06_11_57_25.png,20150,0,187,195,155,130,4,,Atolla
1948,0,977861fb-d47e-420e-aaa4-6ff70875400a.png,367,718,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0960/06_12_10_24.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0960/06_12_10_24.png,44720,0,323,144,215,208,4,,Atolla
1949,0,17b7a190-598d-4228-a0e7-55888e933632.png,367,718,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0960/06_12_29_09.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0960/06_12_29_09.png,43740,0,285,65,180,243,4,,Atolla
1950,0,fd91754e-1f2d-48f3-adbb-7e4d6f84aa26.png,366,719,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0960/06_12_57_08.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0960/06_12_57_08.png,85191,0,84,138,389,219,4,,Atolla
1951,0,6154f221-f629-49fd-b72d-481b1d948f35.png,367,719,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0960/06_13_05_08.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0960/06_13_05_08.png,100842,0,87,70,343,294,4,,Atolla
1952,0,0494e16e-b035-4e86-9c78-eff08a6ef6ef.png,368,713,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0960/06_13_26_07.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0960/06_13_26_07.png,213956,0,109,3,601,356,4,,Atolla
1953,0,f4d7fbfc-6c3b-46ca-b37b-a2bb86c6aa6b.png,368,719,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0960/06_13_32_07.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0960/06_13_32_07.png,247835,0,39,1,679,365,4,,Atolla
1954,0,cc91b592-aaaf-43e0-90a4-acfa593bdd07.png,367,717,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0960/06_13_55_21.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0960/06_13_55_21.png,148000,0,124,2,500,296,4,,Atolla
1955,0,23908447-2acb-4ee7-a6ba-76b9de029a4e.png,366,719,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0960/06_14_08_21.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0960/06_14_08_21.png,117600,0,145,87,490,240,4,,Atolla
1956,0,b528729c-4f1c-44f7-89d9-1b86d9e6be98.png,368,720,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0960/06_14_27_05.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0960/06_14_27_05.png,259554,0,0,1,717,362,4,,Atolla
1957,0,d187a109-2da2-4c83-ad52-21d89a2cd860.png,367,720,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0960/06_14_36_20.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0960/06_14_36_20.png,250600,0,1,14,716,350,4,,Atolla
1958,0,4d572153-8764-45d6-87ed-e4e941534c22.png,368,717,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0960/06_15_00_04.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0960/06_15_00_04.png,131404,0,262,2,361,364,4,,Atolla
1959,0,6e12b727-dd5f-44e7-8bf3-a70a9974e20a.png,367,720,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0960/06_17_13_15.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0960/06_17_13_15.png,3195,0,368,236,71,45,4,,Atolla
1960,0,7e8bc163-5dba-4562-a3ae-afbb194e5576.png,368,720,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0964/03_11_46_25.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0964/03_11_46_25.png,7950,0,111,147,75,106,4,,Atolla
1961,0,f612c83f-e7a4-4d32-a370-fd5f585813d3.png,368,720,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0964/03_12_03_24.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0964/03_12_03_24.png,5110,0,249,154,73,70,4,,Atolla
1962,0,1881ca0a-fcaa-41d3-ba61-46a499945f63.png,368,720,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0964/03_12_58_22.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0964/03_12_58_22.png,93699,0,2,65,359,261,4,,Atolla
1963,0,5ae4e068-a12c-47c4-ba55-e63d1811fb9d.png,368,720,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0989/03_47_05_27.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0989/03_47_05_27.png,2964,0,457,132,52,57,4,,Atolla
1964,0,b1fa7e4d-49a1-4b44-9290-367000ac86bf.png,367,720,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0989/04_59_43_09.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0989/04_59_43_09.png,1216,0,158,188,38,32,4,,Atolla
1965,0,f59bc133-373d-44b5-93f9-951b91205f01.png,368,720,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0989/04_59_51_24.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0989/04_59_51_24.png,3456,0,211,2,64,54,4,,Atolla
1966,0,59a57847-a101-4192-85b1-05dc4d8b9b64.png,367,720,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0989/04_59_57_23.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0989/04_59_57_23.png,8613,0,265,125,99,87,4,,Atolla
1967,0,81f8a99d-8dc8-4117-9415-3d941eb0943b.png,368,720,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0989/05_01_31_21.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0989/05_01_31_21.png,2280,0,365,198,57,40,4,,Atolla
1968,0,3ba63136-eeb5-4b89-8e22-cbcb102a2b21.png,367,720,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0989/05_01_39_05.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0989/05_01_39_05.png,6177,0,316,125,87,71,4,,Atolla
1969,0,09b6edee-fac5-4590-9ece-1f4cd8f6df84.png,484,715,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2836/00_41_50_29.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2836/00_41_50_29.png,323,0,95,307,19,17,4,,Atolla
1970,0,b640cd04-9705-4de4-add2-4db3b6cf3d63.png,484,713,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2836/02_35_55_29.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2836/02_35_55_29.png,1152,0,98,234,36,32,4,,Atolla
1971,0,06b56611-e82e-4bd8-a1b9-8a120424c11b.png,484,717,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2836/03_44_00_00.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/2836/03_44_00_00.png,928,0,414,300,32,29,4,,Atolla
1972,0,8c65597d-c0f0-4f5c-a203-bde7e8659f91.png,367,720,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0996/10_09_14_18.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0996/10_09_14_18.png,18688,0,143,118,146,128,4,,Atolla
1973,0,fd5962eb-3245-4dd2-b0a0-c4678f06f930.png,366,720,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0996/10_09_53_18.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0996/10_09_53_18.png,45287,0,171,82,179,253,4,,Atolla
1974,0,2487a0e8-9b19-4c09-b852-bf250aba6762.png,367,720,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0996/10_10_09_17.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0996/10_10_09_17.png,47280,0,107,59,197,240,4,,Atolla
1975,0,b855980d-aaa7-4701-9525-919c3b7fd2b7.png,366,720,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0996/10_11_03_00.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0996/10_11_03_00.png,84960,0,154,0,288,295,4,,Atolla
1976,0,486abf6f-e6da-4612-aa59-7578a686678a.png,366,720,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0996/10_12_43_12.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0996/10_12_43_12.png,62920,0,173,36,220,286,4,,Atolla
1977,0,31378762-3605-4976-aaba-0466a0918a27.png,368,718,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0996/10_17_50_18.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0996/10_17_50_18.png,8010,0,269,69,89,90,4,,Atolla
1978,0,761cc71c-728c-4b01-abf7-173654ca3635.png,368,720,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0997/02_52_19_25.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0997/02_52_19_25.png,840,0,297,120,30,28,4,,Atolla
1979,0,1fc1c151-4713-4d34-8873-91672148e6c6.png,367,720,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0998/04_56_57_26.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0998/04_56_57_26.png,2184,0,354,51,52,42,4,,Atolla
1980,0,af86eb8c-0e80-4abe-9296-305dc85ba2c9.png,368,720,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0998/04_57_15_11.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0998/04_57_15_11.png,10560,0,121,260,160,66,4,,Atolla
1981,0,a48c0b7d-80e2-4dba-b239-ceb5f65e5820.png,367,720,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0998/04_57_26_10.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0998/04_57_26_10.png,8232,0,264,205,98,84,4,,Atolla
1982,0,fd00d15a-f0d9-4d43-956f-39a9358ab35d.png,366,720,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0998/04_57_45_25.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0998/04_57_45_25.png,12760,0,309,129,116,110,4,,Atolla
1983,0,5e719c37-0e81-4535-b194-18cec5f53cdc.png,366,720,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0998/04_58_03_09.png,https://fathomnet.org/static/m3/framegrabs/Tiburon/images/0998/04_58_03_09.png,11160,0,322,147,90,124,4,,Atolla
3023,0,62e56f6a-7909-4023-a43d-1fb04ae86d30.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0634/07_13_02_08.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0634/07_13_02_08.png,2900,0,1664,883,58,50,5,,Caridea
3024,0,d352a095-4d6a-4fff-842e-3eb2cec1562b.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0635/03_47_56_21.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0635/03_47_56_21.png,1824,0,1484,474,48,38,5,,Caridea
3025,0,22d78a0d-b402-4112-a1c5-ef937ee70ff1.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0635/03_48_29_20.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0635/03_48_29_20.png,1326,0,988,574,26,51,5,,Caridea
3028,0,c017872d-4b73-4502-8d4b-1c83ab985dc2.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0656/07_40_27_17.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0656/07_40_27_17.png,1610,0,584,309,46,35,5,,Caridea
3029,0,6c8485eb-9de2-48ea-9677-b6816c93f8b7.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Ventana/images/3811/00_55_23_20--e4c7f9ae-b174-4712-817e-edafec261981.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/3811/00_55_23_20--e4c7f9ae-b174-4712-817e-edafec261981.png,1705,0,653,607,31,55,5,,Caridea
3030,0,2a67e3fc-a88f-48a0-ab1e-5bdb33c4fccc.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0715/02_57_38_22.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0715/02_57_38_22.png,2310,0,833,779,35,66,5,,Caridea
3031,0,3ba46acc-0859-4844-8e05-26bb078e78a7.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0715/05_27_59_23.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0715/05_27_59_23.png,2091,0,1267,57,41,51,5,,Caridea
3218,0,c241579f-63e9-48d1-970e-373bb3f34a1f.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0737/03_49_11_13.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0737/03_49_11_13.png,24738,0,130,36,114,217,5,,Caridea
3219,0,7748b227-c0b0-47ca-88c4-60a0684b38d8.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0737/03_45_00_25.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0737/03_45_00_25.png,12998,0,1676,249,97,134,5,,Caridea
3220,0,0784f5e3-6165-43ff-b679-7913512d0e3a.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/99737/04_21_23_06.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/99737/04_21_23_06.png,10735,0,1315,636,113,95,5,,Caridea
3336,0,30ae50b4-282a-437f-b572-e05b8a2c6645.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/99738/04_49_33_20.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/99738/04_49_33_20.png,1292,0,864,992,34,38,5,,Caridea
3337,0,21f7e4d5-1655-4c7f-a96a-f7db22c6778d.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/99738/04_51_07_27.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/99738/04_51_07_27.png,2880,0,877,529,45,64,5,,Caridea
3338,0,25286c2e-ddc3-4bed-b9c0-6de9f63c45d1.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/99738/05_24_39_19.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/99738/05_24_39_19.png,3550,0,632,576,50,71,5,,Caridea
3339,0,ad330b1f-449c-4e83-a3a7-c72c311ecded.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/99738/05_34_38_20.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/99738/05_34_38_20.png,13778,0,1313,704,166,83,5,,Caridea
3340,0,bdeaaf38-3617-4974-b38f-3f8dc6991185.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/99738/05_41_52_09.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/99738/05_41_52_09.png,2562,0,966,914,61,42,5,,Caridea
3341,0,3d1c53b2-2a98-4b08-8c02-6b023c7c0733.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0739/18_14_42_12.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0739/18_14_42_12.png,1008,0,700,466,48,21,5,,Caridea
3342,0,20c6795f-ee64-45df-84aa-a635ac4d246d.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0740/02_42_53_16.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0740/02_42_53_16.png,3393,0,1585,692,39,87,5,,Caridea
3343,0,92f80591-92eb-4add-8b59-0790bfffd57a.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0751/05_08_51_28.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0751/05_08_51_28.png,4958,0,720,938,74,67,5,,Caridea
3344,0,df01cf65-8ba7-4680-a2b9-d5922b263909.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0757/03_25_37_01.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0757/03_25_37_01.png,3763,0,1331,511,71,53,5,,Caridea
3345,0,4d992905-f111-4315-8866-2d00753cc6a2.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Ventana/images/3841/01_17_40_25.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/3841/01_17_40_25.png,1452,0,379,205,33,44,5,,Caridea
3346,0,b06f9670-9627-4665-b86c-5feceb98dda2.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0801/03_33_48_14.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0801/03_33_48_14.png,6570,0,1472,763,90,73,5,,Caridea
3449,0,7136eda2-ee03-42a7-b3bf-8b52ada2c677.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1001/05_27_55_21.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1001/05_27_55_21.png,851,0,461,978,37,23,5,,Caridea
3450,0,d2b6dd18-a47e-4244-aba9-aece4025dbf5.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1002/01_39_56_27.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1002/01_39_56_27.png,1581,0,991,785,51,31,5,,Caridea
3452,0,3cc61c7d-fdb5-4d93-8abe-b0a75d062082.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1003/02_56_46_25.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1003/02_56_46_25.png,4550,0,595,988,70,65,5,,Caridea
3453,0,8023a2ac-269f-463c-9aa5-af91a05d63ea.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1004/00_02_59_18--fb3f6d8e-527c-4dd0-b760-4ba86f00c82f.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1004/00_02_59_18--fb3f6d8e-527c-4dd0-b760-4ba86f00c82f.png,1406,0,1422,810,37,38,5,,Caridea
3454,0,4da43f71-84f2-48bb-8b18-90433bd49468.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1004/03_19_43_14--c246cdfb-624c-4c74-b69d-9ca3d7b69057.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1004/03_19_43_14--c246cdfb-624c-4c74-b69d-9ca3d7b69057.png,1748,0,500,876,46,38,5,,Caridea
3456,0,3b24ab2b-fc7c-4f38-b3d5-260e285dfd5f.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1004/04_35_34_25--967e7185-27c9-414e-8c66-ba8dea645eab.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1004/04_35_34_25--967e7185-27c9-414e-8c66-ba8dea645eab.png,2809,0,702,837,53,53,5,,Caridea
3458,0,2a731088-7f0b-4cc6-ba19-ccfc6b7a4724.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Ventana/images/4092/20180201T184102Z-6d4890f6-c74b-4d8f-8832-07d4453378c3.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/4092/20180201T184102Z-6d4890f6-c74b-4d8f-8832-07d4453378c3.png,6216,0,992,196,84,74,5,,Caridea
3459,0,5cb5fb73-d75b-4d0a-8322-850b8ab9fa85.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Ventana/images/4092/20180201T190315Z-6b22ceaf-e89f-4b48-bad1-e6355e8e0d06.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/4092/20180201T190315Z-6b22ceaf-e89f-4b48-bad1-e6355e8e0d06.png,3286,0,1219,774,53,62,5,,Caridea
3460,0,2b473924-c843-4704-af1e-b2fff7438880.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Ventana/images/4092/20180201T192424Z-0699ffd3-484d-407f-ab6f-8d67c535a2f8.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/4092/20180201T192424Z-0699ffd3-484d-407f-ab6f-8d67c535a2f8.png,5301,0,1640,783,57,93,5,,Caridea
3461,0,0602614d-d595-41bd-997b-f3e4e837dec3.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Ventana/images/4092/20180201T201902Z-625a1009-9730-429b-b1d6-0bf16b0bba26.png,https://fathomnet.org/static/m3/framegrabs/Ventana/images/4092/20180201T201902Z-625a1009-9730-429b-b1d6-0bf16b0bba26.png,3354,0,1220,931,78,43,5,,Caridea
3467,0,8f415ace-ec6d-49aa-a968-5e56932e9aa2.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1126/20190209T165207Z-af12816c-c734-44ef-8985-1ca4bf9bc0c9.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1126/20190209T165207Z-af12816c-c734-44ef-8985-1ca4bf9bc0c9.png,8549,0,504,597,103,83,5,,Caridea
3468,0,da401a1b-28cb-409e-92d1-999758d3048e.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1126/20190209T170450Z-af12816c-c734-44ef-8985-1ca4bf9bc0c9.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1126/20190209T170450Z-af12816c-c734-44ef-8985-1ca4bf9bc0c9.png,1161,0,1056,939,43,27,5,,Caridea
3469,0,95f97be4-8721-4055-ae1d-8a37ac860e68.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1127/20190210T004939Z-5e3a2de2-e143-43da-82d3-e12eac3c1ebc.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1127/20190210T004939Z-5e3a2de2-e143-43da-82d3-e12eac3c1ebc.png,25110,0,1692,224,155,162,5,,Caridea
3470,0,56b29357-6d66-480f-b8bc-f340f71e9bc0.png,1079,1920,https://fathomnet.org/static/m3/framegrabs/Mini%20ROV/images/145/20190924T120117Z--50e15f4d-518a-438d-bcda-657fc983831e.png,https://fathomnet.org/static/m3/framegrabs/Mini%20ROV/images/145/20190924T120117Z--50e15f4d-518a-438d-bcda-657fc983831e.png,1989,0,1180,551,39,51,5,,Caridea
3471,0,fe35366a-c30f-4226-976c-a4bf7f6c6035.png,1079,1920,https://fathomnet.org/static/m3/framegrabs/Mini%20ROV/images/145/20190924T125027Z--50e15f4d-518a-438d-bcda-657fc983831e.png,https://fathomnet.org/static/m3/framegrabs/Mini%20ROV/images/145/20190924T125027Z--50e15f4d-518a-438d-bcda-657fc983831e.png,3596,0,327,837,58,62,5,,Caridea
3472,0,ddc1daf8-22d7-426c-a85d-725b2421319f.png,1080,1920,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1209/20191105T225931Z--b8158582-429e-4d9f-a39d-d25dade86bc0.png,https://fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1209/20191105T225931Z--b8158582-429e-4d9f-a39d-d25dade86bc0.png,4500,0,1253,288,60,75,5,,Caridea
