id,license,file_name,rights_holder,height,width,area,iscrowd,X_bb,Y_bb,width_bb,heigth_bb,category_id,supercategory,name
251919,2,Arachnida/Dermacentor_variabilis/42cf8f6f611c614dfc3abb2ceb9f7a22.jpg,cyric,449,800,2104.5,0,85,74,69,61,3395,Arachnida,Dermacentor_variabilis
251920,2,Arachnida/Dermacentor_variabilis/7d6a6d367523630f80ec8bf3370deff4.jpg,John_Beetham,640,800,28182,0,288,213,244,231,3395,Arachnida,Dermacentor_variabilis
251921,3,Arachnida/Dermacentor_variabilis/cd089aaa45c5117f805b608d721e562f.jpg,Corey_Lange,800,600,8470,0,276,424,121,140,3395,Arachnida,Dermacentor_variabilis
251926,3,Arachnida/Dermacentor_variabilis/614fa56e535c1c3f9af504500c560a09.jpg,Lori_Owenby,594,800,68978,0,179,131,379,364,3395,Arachnida,Dermacentor_variabilis
570997,3,Arachnida/Dermacentor_variabilis/3ef2fb10d283937cbff654687df695f0.jpg,bheitzman,614,800,23985,0,330,55,195,246,3395,Arachnida,Dermacentor_variabilis
570999,3,Arachnida/Dermacentor_variabilis/43ba62b29fc269e6003066a3420b750f.jpg,smcmvcd,598,800,7670,0,363,260,130,118,3395,Arachnida,Dermacentor_variabilis
571000,3,Arachnida/Dermacentor_variabilis/cfc36eb21be856a99203524efa39fee1.jpg,redmonsterwithblueeyes,450,800,3001.5,0,372,200,87,69,3395,Arachnida,Dermacentor_variabilis
571001,3,Arachnida/Dermacentor_variabilis/59dce41580770e7fa4c5be846429c6f2.jpg,Lena_Struwe,800,658,30012,0,258,260,246,244,3395,Arachnida,Dermacentor_variabilis
571003,3,Arachnida/Dermacentor_variabilis/d69e5c3d0eaeb78bfa2c12a98208b2c2.jpg,Cailin_O'Connor_Fitzpatrick,600,800,10549,0,291,256,154,137,3395,Arachnida,Dermacentor_variabilis
571007,3,Arachnida/Dermacentor_variabilis/bcd3a57f9c651cf32552ed4d7c905573.jpg,Brook,800,600,32900,0,204,279,235,280,3395,Arachnida,Dermacentor_variabilis
571008,3,Arachnida/Dermacentor_variabilis/b709b80c24c945a8ece9d744a04b3d13.jpg,nicetim,600,800,53969.5,0,223,105,361,299,3395,Arachnida,Dermacentor_variabilis
571009,3,Arachnida/Dermacentor_variabilis/32797f45b7ded54e9d594f890d63b409.jpg,Christen_Warkoczewski,800,450,1555.5,0,170,420,61,51,3395,Arachnida,Dermacentor_variabilis
571010,3,Arachnida/Dermacentor_variabilis/d05560696b2b15f7de5df07c5eaab9d6.jpg,jokurtz,792,800,10725,0,354,332,130,165,3395,Arachnida,Dermacentor_variabilis
571011,3,Arachnida/Dermacentor_variabilis/8837a378caeb805dcbe2629a91e5bbc3.jpg,matty,533,800,14647.5,0,296,201,217,135,3395,Arachnida,Dermacentor_variabilis
571013,3,Arachnida/Dermacentor_variabilis/feda0cd9163c3ff942069a911f71fa8e.jpg,alexdomb,800,600,1950,0,175,318,65,60,3395,Arachnida,Dermacentor_variabilis
571017,1,Arachnida/Dermacentor_variabilis/04a75aea552ef3f1623c91bc294c5597.jpg,jwhittle,800,600,6897,0,245,337,114,121,3395,Arachnida,Dermacentor_variabilis
131669,3,Arachnida/Dolomedes_triton/e49c6155704b6fa83eeeae3ab14e04be.jpg,ezmurtaugh,557,800,49155,0,159,178,290,339,1782,Arachnida,Dolomedes_triton
131671,3,Arachnida/Dolomedes_triton/ef9069788adf6da52c6c7165fa77b301.jpg,tkoffel,600,800,17028,0,282,189,198,172,1782,Arachnida,Dolomedes_triton
131672,3,Arachnida/Dolomedes_triton/1f15592fdec281d8bbdeca854c8f44df.jpg,brennan3909,618,800,26775,0,278,242,350,153,1782,Arachnida,Dolomedes_triton
131675,3,Arachnida/Dolomedes_triton/c3b426b93f6a9586af1647ec905c54fd.jpg,Lindsey_Smith,620,800,60776,0,223,240,428,284,1782,Arachnida,Dolomedes_triton
131676,6,Arachnida/Dolomedes_triton/e85152693ff75dda7102c61ea186bb90.jpg,Melissa_McMasters,533,800,43056,0,266,172,299,288,1782,Arachnida,Dolomedes_triton
131677,3,Arachnida/Dolomedes_triton/f5044f0fca085be3c115415f3596b176.jpg,Leanne,532,800,51187.5,0,231,165,375,273,1782,Arachnida,Dolomedes_triton
131684,3,Arachnida/Dolomedes_triton/b3c90e9ec2ece78feddfc88f458c458b.jpg,Carolyn_Gritzmaker,553,800,121495.5,0,138,81,609,399,1782,Arachnida,Dolomedes_triton
131694,3,Arachnida/Dolomedes_triton/dd88f71e5ce0f7cc826296644cc45fba.jpg,scout_sam,800,600,162603,0,58,17,522,623,1782,Arachnida,Dolomedes_triton
131695,3,Arachnida/Dolomedes_triton/17facc897a36c66c83d37222acbb2d52.jpg,jvp0208,535,800,53075,0,324,131,386,275,1782,Arachnida,Dolomedes_triton
131697,6,Arachnida/Dolomedes_triton/eafcd255ab6a53edbe642f1bf083a970.jpg,randomrover88,800,600,45451,0,231,341,302,301,1782,Arachnida,Dolomedes_triton
131698,3,Arachnida/Dolomedes_triton/3550c4f46750189718275170ee64072b.jpg,elspethpierce,800,600,10788,0,214,280,174,124,1782,Arachnida,Dolomedes_triton
494428,3,Arachnida/Dolomedes_triton/fc0320a20511c0220fdce080d8d78ae7.jpg,cae1,800,693,71827,0,203,126,331,434,1782,Arachnida,Dolomedes_triton
494430,3,Arachnida/Dolomedes_triton/d6c61be0a72fac404e57413b00d59c67.jpg,Darrell_Lawson,532,800,35764.5,0,218,191,339,211,1782,Arachnida,Dolomedes_triton
494435,3,Arachnida/Dolomedes_triton/08bc07d92732fba0b9c9314bff453649.jpg,Jonathan_Carpenter,524,800,134354,0,50,47,682,394,1782,Arachnida,Dolomedes_triton
494437,3,Arachnida/Dolomedes_triton/313fe739bd73b625441c00475813dff1.jpg,Johnny_Wilson,532,800,79990,0,147,87,421,380,1782,Arachnida,Dolomedes_triton
494441,3,Arachnida/Dolomedes_triton/e6a4c9ba5a4294ddb35242cfa3c5e46e.jpg,didymops77,600,800,67207.5,0,169,153,435,309,1782,Arachnida,Dolomedes_triton
253675,3,Arachnida/Latrodectus_mactans/2c113d3a1d083e41c7ab3ef44464f39b.jpg,Bryan_Alberto_Meza_Macías,800,449,30380,0,116,72,196,310,3414,Arachnida,Latrodectus_mactans
253681,3,Arachnida/Latrodectus_mactans/2d577b05f99421bb2750fca90679a4a8.jpg,romeldarwin,449,800,8662.5,0,315,126,99,175,3414,Arachnida,Latrodectus_mactans
253682,3,Arachnida/Latrodectus_mactans/b9ce4710d6d7a0c8fc697c8af464ed6f.jpg,Sadot_Ocon_Morales,600,800,18037.5,0,301,173,185,195,3414,Arachnida,Latrodectus_mactans
253686,3,Arachnida/Latrodectus_mactans/3b57cb61c7fef15528c2e8cad4d40a35.jpg,dankilo,600,800,14700,0,320,265,210,140,3414,Arachnida,Latrodectus_mactans
253689,3,Arachnida/Latrodectus_mactans/e5e2c0759c7c4702ffbca815ae96a572.jpg,Daniel_Dorantes,533,800,1982.5,0,370,234,65,61,3414,Arachnida,Latrodectus_mactans
253691,3,Arachnida/Latrodectus_mactans/9e01c4dfc5626c895fcae0d6680f36c1.jpg,Taylor_Barber,800,451,28951,0,124,325,221,262,3414,Arachnida,Latrodectus_mactans
253694,3,Arachnida/Latrodectus_mactans/34813f19624b29d19f415e54780387a8.jpg,Jim,600,800,200241.5,0,59,0,719,557,3414,Arachnida,Latrodectus_mactans
253695,3,Arachnida/Latrodectus_mactans/54f93cb416dee7eff18cf9a03fa5c380.jpg,Jim,600,800,66767,0,228,159,373,358,3414,Arachnida,Latrodectus_mactans
253701,3,Arachnida/Latrodectus_mactans/611257db7cd564c2527d312d62c10fe0.jpg,tybird99,531,800,55640.5,0,252,80,433,257,3414,Arachnida,Latrodectus_mactans
253702,3,Arachnida/Latrodectus_mactans/57786527b8a38ddda722a1cf3597c8fb.jpg,Alejandro_Vega_Rodríguez_Garibay_Vargas,600,800,49284,0,172,45,333,296,3414,Arachnida,Latrodectus_mactans
253704,3,Arachnida/Latrodectus_mactans/699bec25bea7a70e5d7e84ed2c9345ec.jpg,dhalter,600,800,85425,0,71,96,510,335,3414,Arachnida,Latrodectus_mactans
253705,3,Arachnida/Latrodectus_mactans/efcb6dc76765f5d2e04c7ca2d35b37a5.jpg,Mario_Alberto_Martínez_Gómez,800,600,240000,0,0,0,600,800,3414,Arachnida,Latrodectus_mactans
253710,3,Arachnida/Latrodectus_mactans/b973b9e1b4fb371462b0fb010e177f30.jpg,sotelo,800,450,8910,0,193,363,110,162,3414,Arachnida,Latrodectus_mactans
253712,3,Arachnida/Latrodectus_mactans/7068f9df9c78be6c87cecb8c6a1a0b73.jpg,jio333,800,600,28272,0,203,197,186,304,3414,Arachnida,Latrodectus_mactans
253714,3,Arachnida/Latrodectus_mactans/0cf7e5d8bde5d8329c23ee38d70d1e85.jpg,martin0496,600,800,26460,0,233,121,189,280,3414,Arachnida,Latrodectus_mactans
253721,3,Arachnida/Latrodectus_mactans/4ba689e81a4b0c2a6334cf84930c0b93.jpg,jameswbeck,608,800,91832.5,0,111,117,545,337,3414,Arachnida,Latrodectus_mactans
253722,3,Arachnida/Latrodectus_mactans/ca59c795a0fd4896c466b0f1f938b019.jpg,jorgetrevino,600,800,17482.5,0,314,140,135,259,3414,Arachnida,Latrodectus_mactans
253727,3,Arachnida/Latrodectus_mactans/c358c435380464defb2d44d56f2485b9.jpg,highscalereptiles,800,601,96913,0,38,235,487,398,3414,Arachnida,Latrodectus_mactans
253728,3,Arachnida/Latrodectus_mactans/35bc9f9fbe64c5c09a53c6a552136433.jpg,nallely_martinez,639,800,22876,0,260,211,266,172,3414,Arachnida,Latrodectus_mactans
253729,3,Arachnida/Latrodectus_mactans/ab3d92a815b21279c40b9b6df3c27d5c.jpg,nuevo226,800,533,60264,0,150,140,248,486,3414,Arachnida,Latrodectus_mactans
253730,6,Arachnida/Latrodectus_mactans/6c0beff8380b7d00fc51630d5bf9b577.jpg,Juan_Rafael_Rodríguez_Razgado,600,800,10230,0,349,237,165,124,3414,Arachnida,Latrodectus_mactans
572215,3,Arachnida/Latrodectus_mactans/07de549630ad3e305c2e133f8b4e8b64.jpg,choppachip,600,800,123900,0,87,94,600,413,3414,Arachnida,Latrodectus_mactans
572218,3,Arachnida/Latrodectus_mactans/9235e91db1f7cbd8999147aa389a8390.jpg,randyb,800,600,15939,0,278,178,253,126,3414,Arachnida,Latrodectus_mactans
572219,3,Arachnida/Latrodectus_mactans/62fb1aa45dcaaf6d77ba1f3f3cb92ec5.jpg,richarda76,533,800,46762.5,0,125,225,435,215,3414,Arachnida,Latrodectus_mactans
572220,1,Arachnida/Latrodectus_mactans/2137740a9c406ff9ea4043152e817e3f.jpg,Kläus,600,800,20685,0,336,221,197,210,3414,Arachnida,Latrodectus_mactans
572230,3,Arachnida/Latrodectus_mactans/4ca09781471c93b57f27419c87074bef.jpg,Miguel_Angel_Barrera,799,800,87927,0,226,178,371,474,3414,Arachnida,Latrodectus_mactans
572231,3,Arachnida/Latrodectus_mactans/62b580319b79070504dfb571397ce735.jpg,Nolan_Eggert,533,800,81192,0,161,39,408,398,3414,Arachnida,Latrodectus_mactans
572233,3,Arachnida/Latrodectus_mactans/2ed09ee89768cc4a5c752b614090fb3d.jpg,Annika_Lindqvist,599,800,36229.5,0,193,258,291,249,3414,Arachnida,Latrodectus_mactans
572234,3,Arachnida/Latrodectus_mactans/c2cb1798763a7702e678569f9a3b13ef.jpg,pelotarikoldo,800,600,26588,0,191,217,184,289,3414,Arachnida,Latrodectus_mactans
171818,3,Arachnida/Micrathena_sagittata/4f3dbdaa9f099de5623cf93d7367dc1e.jpg,Pakko_Ramírez_Palacios,533,800,30550,0,273,150,235,260,2353,Arachnida,Micrathena_sagittata
171823,3,Arachnida/Micrathena_sagittata/80cd20fe485b1da4ad727d930c89e70f.jpg,judygva,800,556,110565,0,112,129,378,585,2353,Arachnida,Micrathena_sagittata
171831,3,Arachnida/Micrathena_sagittata/6a4d54f1522427d527cf59214acb920a.jpg,Nolan_Eggert,535,800,7866,0,351,200,114,138,2353,Arachnida,Micrathena_sagittata
171832,3,Arachnida/Micrathena_sagittata/50bc862aa0749128003e68c2c0d970e3.jpg,kelseylg93,600,800,34196,0,254,82,206,332,2353,Arachnida,Micrathena_sagittata
171833,3,Arachnida/Micrathena_sagittata/88211888c02ae47bbac11b9800a10d0c.jpg,Daniel_Dorantes,447,800,71441,0,339,4,398,359,2353,Arachnida,Micrathena_sagittata
171834,3,Arachnida/Micrathena_sagittata/a46491f39347d7981aa344f75f9619e8.jpg,mrpete,800,600,58033,0,134,170,262,443,2353,Arachnida,Micrathena_sagittata
519958,2,Arachnida/Micrathena_sagittata/d2a1b2977ab6e2c973403cdd3f349eaa.jpg,Matt_Muir,600,800,69935,0,251,78,355,394,2353,Arachnida,Micrathena_sagittata
519960,3,Arachnida/Micrathena_sagittata/9a176b4b7c2f86db124ccf3114869ed4.jpg,James_Steamer,613,800,163995.5,0,25,122,761,431,2353,Arachnida,Micrathena_sagittata
404580,3,Aves/Accipiter_cooperii/58f7b2b4af97012bf086b370eaaa8116.jpg,gerziz,600,800,7030,0,257,320,74,190,5052,Aves,Accipiter_cooperii
404587,3,Aves/Accipiter_cooperii/e859cf22be13700c442c2159dd08d2ca.jpg,Todd_Plummer,720,800,8250,0,231,371,165,100,5052,Aves,Accipiter_cooperii
404660,3,Aves/Accipiter_cooperii/f7644abb1229d4709b6f9c9f85fbde4c.jpg,Roberto_R._Calderón,548,800,78090,0,230,66,380,411,5052,Aves,Accipiter_cooperii
404668,3,Aves/Accipiter_cooperii/b55ab4507c3e7e63e5e628ff13d24223.jpg,Nick_Springer,533,800,4050,0,380,183,50,162,5052,Aves,Accipiter_cooperii
404678,3,Aves/Accipiter_cooperii/d16b17cad3f1c1f34d6d35e1f54f347b.jpg,dpmcdonell,600,800,5334,0,317,263,127,84,5052,Aves,Accipiter_cooperii
404681,3,Aves/Accipiter_cooperii/0e2f78999cdfc007a142359ee17a22be.jpg,gargo,800,786,48884,0,283,178,202,484,5052,Aves,Accipiter_cooperii
404712,3,Aves/Accipiter_cooperii/2bfeb07e0401ce3b72fbc8c4821d9932.jpg,bnorwood,533,800,87425,0,117,89,538,325,5052,Aves,Accipiter_cooperii
404755,3,Aves/Accipiter_cooperii/5deae7063929b4af20e518731658309b.jpg,nevernotbirding,793,800,32317.5,0,340,192,155,417,5052,Aves,Accipiter_cooperii
404805,3,Aves/Accipiter_cooperii/651346f29507eba8c4a1562704b309b8.jpg,trevelinj,800,600,2288,0,292,353,52,88,5052,Aves,Accipiter_cooperii
404826,3,Aves/Accipiter_cooperii/431b3e36148843b300c3c35e4212df17.jpg,koolmickie,800,504,61880,0,136,84,221,560,5052,Aves,Accipiter_cooperii
404876,3,Aves/Accipiter_cooperii/1a46a10843d89f7a874add68d0cef982.jpg,Lambobble,570,800,10074,0,376,165,92,219,5052,Aves,Accipiter_cooperii
404921,3,Aves/Accipiter_cooperii/b4d34a0693258581e835d65ab84b0b46.jpg,Larry_Wilson,533,800,22572,0,286,180,152,297,5052,Aves,Accipiter_cooperii
404966,3,Aves/Accipiter_cooperii/848757b2156ed7888042a1ee1bacd564.jpg,prairiewatch4,600,800,39284,0,122,168,184,427,5052,Aves,Accipiter_cooperii
405033,3,Aves/Accipiter_cooperii/a2539333c62beafe65ecd6a2e087e21a.jpg,don5493,534,800,17167.5,0,344,141,109,315,5052,Aves,Accipiter_cooperii
405053,3,Aves/Accipiter_cooperii/c0677e6213ab144250f1e8033f25b6cd.jpg,lobo_de_la_sierra,490,800,25840,0,160,77,152,340,5052,Aves,Accipiter_cooperii
405086,3,Aves/Accipiter_cooperii/46699916749e27141689ee08c11e94f3.jpg,Mike_H,600,800,64925,0,341,70,245,530,5052,Aves,Accipiter_cooperii
405179,3,Aves/Accipiter_cooperii/156562a2f3f171bd3496a7a5f1d0bfba.jpg,Juan_Carlos_Pérez_M,800,770,215390,0,115,57,595,724,5052,Aves,Accipiter_cooperii
405217,3,Aves/Accipiter_cooperii/380ba213313b1dee298f11b0eaddeb5e.jpg,sallyking,600,800,22021,0,298,154,122,361,5052,Aves,Accipiter_cooperii
405230,3,Aves/Accipiter_cooperii/4964ddd35cca291bcfd12910790fc233.jpg,thomparrish,600,800,28187,0,321,130,142,397,5052,Aves,Accipiter_cooperii
405253,3,Aves/Accipiter_cooperii/9f38fcdd962ea650ec6d0199028255df.jpg,kyleboone,775,800,63200,0,236,213,400,316,5052,Aves,Accipiter_cooperii
405277,3,Aves/Accipiter_cooperii/597532036c98debc2086ba3ba26b6ac6.jpg,Andrew_Payne,629,800,42978,0,302,112,174,494,5052,Aves,Accipiter_cooperii
670634,2,Aves/Accipiter_cooperii/6989f90b44760ece405b6bca69f779b3.jpg,belinda,800,676,80256,0,179,112,264,608,5052,Aves,Accipiter_cooperii
670711,3,Aves/Accipiter_cooperii/f33013069e866466335154f528ccf496.jpg,jmaley,600,800,41358.5,0,172,32,181,457,5052,Aves,Accipiter_cooperii
670803,3,Aves/Accipiter_cooperii/b1d2b1286a2ed037d5aa7997b35be1d5.jpg,Milo_Pyne,600,800,1760,0,389,261,55,64,5052,Aves,Accipiter_cooperii
670807,3,Aves/Accipiter_cooperii/a665f47d1167cee55b4a053fd431c3db.jpg,arebee,800,600,16350,0,263,186,109,300,5052,Aves,Accipiter_cooperii
670866,3,Aves/Accipiter_cooperii/996304a5241c14f1ac46c0e36d6aa154.jpg,tbrown10,800,775,86700,0,159,341,578,300,5052,Aves,Accipiter_cooperii
670922,3,Aves/Accipiter_cooperii/771fc2bffcd4b1a05ab354ed849a4672.jpg,septemberone,534,800,3625,0,388,195,58,125,5052,Aves,Accipiter_cooperii
670968,3,Aves/Accipiter_cooperii/48d3a510abe05f64747e7d4e5f704179.jpg,scarletbirdy,800,609,3264,0,280,251,48,136,5052,Aves,Accipiter_cooperii
281284,3,Aves/Aegithalos_caudatus/ac192bc87cc3b54a34bb61bc1b29583e.jpg,John_Bray,639,800,11739,0,305,292,182,129,3748,Aves,Aegithalos_caudatus
281285,3,Aves/Aegithalos_caudatus/298d0fb69879c12be79ced498d495665.jpg,John_Bray,730,800,20425,0,386,268,190,215,3748,Aves,Aegithalos_caudatus
281286,3,Aves/Aegithalos_caudatus/d612562c7844775f8d827b94e6d0e759.jpg,Alessandro_Gaudenzi,534,800,5474,0,229,149,92,119,3748,Aves,Aegithalos_caudatus
281287,3,Aves/Aegithalos_caudatus/daf8c9e61fd37039afb7770e12f07077.jpg,Jacky_Judas,600,800,33269,0,282,214,206,323,3748,Aves,Aegithalos_caudatus
281288,3,Aves/Aegithalos_caudatus/145883d5aa4e320be5a504183ab02459.jpg,Jacky_Judas,600,800,37286,0,275,181,206,362,3748,Aves,Aegithalos_caudatus
281291,3,Aves/Aegithalos_caudatus/ea36938bb84e8dfeb240c35a6305242f.jpg,Paul_Cools,468,800,68585,0,20,75,473,290,3748,Aves,Aegithalos_caudatus
281296,3,Aves/Aegithalos_caudatus/4260adf4093fcbf18d70acdd49ccf077.jpg,Alessandro_Fiorillo,668,800,26068,0,157,248,266,196,3748,Aves,Aegithalos_caudatus
281298,3,Aves/Aegithalos_caudatus/cd7806ab4a5694253191c18fe9629069.jpg,dtarrason,450,800,110802,0,28,84,626,354,3748,Aves,Aegithalos_caudatus
281299,3,Aves/Aegithalos_caudatus/5f60abb48ac6f3da3e7fc95f16d80998.jpg,Paul_Cools,498,800,12600,0,157,196,150,168,3748,Aves,Aegithalos_caudatus
281301,1,Aves/Aegithalos_caudatus/02e9234543874cf3c7afb0550151d983.jpg,Allan_Hopkins,534,800,58547,0,73,179,461,254,3748,Aves,Aegithalos_caudatus
281302,3,Aves/Aegithalos_caudatus/b3d277710f3ccc1d071bf19266168d31.jpg,Manuela_B,600,800,18331.5,0,51,189,303,121,3748,Aves,Aegithalos_caudatus
281303,3,Aves/Aegithalos_caudatus/63a142bfe2b56fccd57ed8785f1a6484.jpg,Manuela_B,798,800,81483,0,279,225,314,519,3748,Aves,Aegithalos_caudatus
281304,3,Aves/Aegithalos_caudatus/380a55885a641c33b1412d73f9e93d34.jpg,lazza,533,800,3528,0,378,175,56,126,3748,Aves,Aegithalos_caudatus
281306,3,Aves/Aegithalos_caudatus/6c011637c707bc9b38048cec31c99db4.jpg,reddad,600,800,4760,0,326,232,68,140,3748,Aves,Aegithalos_caudatus
281313,3,Aves/Aegithalos_caudatus/19897bb336fc1bf5752d3c4baea0d3f4.jpg,Allison_Helen_Carpenter,625,800,38080,0,327,199,320,238,3748,Aves,Aegithalos_caudatus
281316,3,Aves/Aegithalos_caudatus/a39c81a4af6e7963f1f64f6293bb272a.jpg,joel,488,800,6615,0,332,188,98,135,3748,Aves,Aegithalos_caudatus
281317,3,Aves/Aegithalos_caudatus/4433089dd7e769606de4d589d3bb6a19.jpg,roxanhavik,800,600,1622.5,0,307,293,59,55,3748,Aves,Aegithalos_caudatus
281323,3,Aves/Aegithalos_caudatus/64d92e0e3beeca7820ff95230f3e59e4.jpg,serhatlic,531,800,28843.5,0,91,187,287,201,3748,Aves,Aegithalos_caudatus
281330,3,Aves/Aegithalos_caudatus/a4d4824e4b194a3a1f8f447f5723cd1a.jpg,colinmorita,701,800,48444,0,202,155,264,367,3748,Aves,Aegithalos_caudatus
281331,3,Aves/Aegithalos_caudatus/84743c7ca5a400ee8d5b0f683ff3a7ae.jpg,colinmorita,726,800,44536,0,268,234,293,304,3748,Aves,Aegithalos_caudatus
589561,2,Aves/Aegithalos_caudatus/6b4626e334a4c7c71aee128474cd3356.jpg,cyric,412,800,60198,0,210,114,508,237,3748,Aves,Aegithalos_caudatus
589563,3,Aves/Aegithalos_caudatus/e93bac8f73a03f524819b40386991142.jpg,finlaycox143,800,626,66836,0,94,75,308,434,3748,Aves,Aegithalos_caudatus
589564,3,Aves/Aegithalos_caudatus/09a562b18d7a4bc3ad267489d2397fa5.jpg,finlaycox143,425,800,76268.5,0,80,86,539,283,3748,Aves,Aegithalos_caudatus
589566,1,Aves/Aegithalos_caudatus/b9c5cdb89989bbf3c2043c6690f926f1.jpg,Pete_Mella,800,600,41227.5,0,121,406,345,239,3748,Aves,Aegithalos_caudatus
589571,3,Aves/Aegithalos_caudatus/06aa8f35cb3dae7e850876c8eb7db683.jpg,Allan_Finlayson,600,800,14880,0,376,208,120,248,3748,Aves,Aegithalos_caudatus
589572,1,Aves/Aegithalos_caudatus/a6bf14abbc1341c4e0ee4d6523ccd20b.jpg,104623964081378888743,800,641,21460,0,251,245,116,370,3748,Aves,Aegithalos_caudatus
589583,6,Aves/Aegithalos_caudatus/2bf9722de589fa936e0c187aea0478e3.jpg,Donald_Hobern,533,800,16677,0,157,258,327,102,3748,Aves,Aegithalos_caudatus
589589,1,Aves/Aegithalos_caudatus/c68de6326fbc4cc1f6401cc16f4ac6e1.jpg,Pete_Mella,600,800,76718,0,162,92,356,431,3748,Aves,Aegithalos_caudatus
589591,3,Aves/Aegithalos_caudatus/4ee100d347ac4497690f099693bef8ab.jpg,Allan_Finlayson,600,800,53764.5,0,49,190,491,219,3748,Aves,Aegithalos_caudatus
182409,3,Aves/Amazilia_violiceps/d9c52fc81c14e80642546ed521b24c84.jpg,jorgegutierrez18,600,800,34058.5,0,154,240,259,263,2501,Aves,Amazilia_violiceps
182410,3,Aves/Amazilia_violiceps/40e160b03e64a3be85000540d46f93a3.jpg,razziel,532,800,5046,0,326,184,87,116,2501,Aves,Amazilia_violiceps
182411,3,Aves/Amazilia_violiceps/adc9a9b400420ec3a9a7834b515b54f9.jpg,Oscar_Báez,533,800,1584,0,334,223,48,66,2501,Aves,Amazilia_violiceps
182412,3,Aves/Amazilia_violiceps/df29cc952101cad2a72b1a2364f5fef0.jpg,albertomartinez,481,800,73872,0,302,94,432,342,2501,Aves,Amazilia_violiceps
182413,3,Aves/Amazilia_violiceps/518e366357b8384f2712ab1e62417222.jpg,Ashton_Tassin,533,800,19502,0,284,231,196,199,2501,Aves,Amazilia_violiceps
182414,3,Aves/Amazilia_violiceps/918e2b2e3c39bc980060af61ac523cc2.jpg,Ashton_Tassin,533,800,16500,0,365,217,165,200,2501,Aves,Amazilia_violiceps
182417,3,Aves/Amazilia_violiceps/da7b0ac7cdfa29d0d847a9d2d03072a1.jpg,dat,600,800,11592,0,328,188,168,138,2501,Aves,Amazilia_violiceps
182422,3,Aves/Amazilia_violiceps/c96d2ed6395e087bb9fae75364227387.jpg,"Cory_""Chia""_Chiappone",569,800,66394,0,221,100,373,356,2501,Aves,Amazilia_violiceps
182424,3,Aves/Amazilia_violiceps/4218d729da6ece9ae93fa79b5a2384c8.jpg,Marisa_Elca,533,800,8058,0,352,202,102,158,2501,Aves,Amazilia_violiceps
182428,3,Aves/Amazilia_violiceps/45f9dad246bfdb41a3c897fb8f9cd8a7.jpg,kevinemetcalf,600,800,20516,0,223,175,184,223,2501,Aves,Amazilia_violiceps
182429,3,Aves/Amazilia_violiceps/eb4d12caf5ed9645ffa86f81a30cf161.jpg,"Cory_""Chia""_Chiappone",662,800,110836,0,216,93,484,458,2501,Aves,Amazilia_violiceps
182446,3,Aves/Amazilia_violiceps/930aae0e1a6d00780b31bc0d7fa08cbd.jpg,Pablo_Leautaud,800,523,61470.5,0,74,110,193,637,2501,Aves,Amazilia_violiceps
182458,3,Aves/Amazilia_violiceps/588f0e3e85f7fc65b476ac15f3b207cb.jpg,Daniel_Buenrostro,638,800,62160,0,83,97,280,444,2501,Aves,Amazilia_violiceps
182460,3,Aves/Amazilia_violiceps/871d84454d15e0731c6eb939d1d1d935.jpg,jcalvarado,517,800,25967.5,0,250,186,235,221,2501,Aves,Amazilia_violiceps
182461,3,Aves/Amazilia_violiceps/106b1fc25329852dfcab42f4e666eae0.jpg,jcalvarado,495,800,41756,0,242,80,292,286,2501,Aves,Amazilia_violiceps
182465,3,Aves/Amazilia_violiceps/aaaf44bd29e5772471f1bd2fc885e761.jpg,greglasley,533,800,39713,0,183,105,263,302,2501,Aves,Amazilia_violiceps
182467,3,Aves/Amazilia_violiceps/9d452cb8b8ea5647ebf0070752623a5f.jpg,Marisela_Ortega,456,800,120750,0,61,39,700,345,2501,Aves,Amazilia_violiceps
182471,3,Aves/Amazilia_violiceps/ef15825c3dc568be4a3425457fd71778.jpg,mextlita,800,800,97470,0,28,303,540,361,2501,Aves,Amazilia_violiceps
182472,3,Aves/Amazilia_violiceps/b3d9164b45ecfb44cb3062cf2c3dbda4.jpg,aleram54,533,800,19332.5,0,458,209,185,209,2501,Aves,Amazilia_violiceps
182474,3,Aves/Amazilia_violiceps/774b1cb82328e43aed13ccbf62f4a0a7.jpg,greglasley,549,800,42217,0,311,166,326,259,2501,Aves,Amazilia_violiceps
526674,3,Aves/Amazilia_violiceps/fa15b8d4a9f1624e5cc7b135b8ec8ee3.jpg,Ken_Lamberton,800,761,263886,0,38,66,721,732,2501,Aves,Amazilia_violiceps
526675,3,Aves/Amazilia_violiceps/caa91ea5db37d9391334df371ef4705f.jpg,Kenneth_Bader,600,800,13604.5,0,224,188,169,161,2501,Aves,Amazilia_violiceps
526678,3,Aves/Amazilia_violiceps/0509e5b3d069d95cf61cdc454dfe4687.jpg,Johnny_Wilson,531,800,6935,0,380,200,146,95,2501,Aves,Amazilia_violiceps
526679,3,Aves/Amazilia_violiceps/d53b55f4b56b44bd1978e94b3c5e5c66.jpg,Iván_Montes_de_Oca_Cacheux,533,800,20862,0,114,107,228,183,2501,Aves,Amazilia_violiceps
526680,3,Aves/Amazilia_violiceps/162e5fdb566af3e996f2a6e65579c2ab.jpg,Dave_Chávez,600,800,17135,0,266,264,230,149,2501,Aves,Amazilia_violiceps
